Description Adipose_Subcutaneous Adipose_Visceral_Omentum Adrenal_Gland Artery_Aorta Artery_Coronary Artery_Tibial Bladder Brain_Amygdala Brain_Anterior_cingulate_cortex_BA24 Brain_Caudate_basal_ganglia Brain_Cerebellar_Hemisphere Brain_Cerebellum Brain_Cortex Brain_Frontal_Cortex_BA9 Brain_Hippocampus Brain_Hypothalamus Brain_Nucleus_accumbens_basal_ganglia Brain_Putamen_basal_ganglia Brain_Spinal_cord_cervical_c-1 Brain_Substantia_nigra Breast_Mammary_Tissue Cells_Cultured_fibroblasts Cells_EBV-transformed_lymphocytes Cervix_Ectocervix Cervix_Endocervix Colon_Sigmoid Colon_Transverse Colon_Transverse_Mixed_Cell Colon_Transverse_Mucosa Colon_Transverse_Muscularis Esophagus_Gastroesophageal_Junction Esophagus_Mucosa Esophagus_Muscularis Fallopian_Tube Heart_Atrial_Appendage Heart_Left_Ventricle Kidney_Cortex Kidney_Medulla Liver Liver_Hepatocyte Liver_Mixed_Cell Liver_Portal_Tract Lung Minor_Salivary_Gland Muscle_Skeletal Nerve_Tibial Ovary Pancreas Pancreas_Acini Pancreas_Islets Pancreas_Mixed_Cell Pituitary Prostate Skin_Not_Sun_Exposed_Suprapubic Skin_Sun_Exposed_Lower_leg Small_Intestine_Terminal_Ileum Small_Intestine_Terminal_Ileum_Lymphode_Aggregate Small_Intestine_Terminal_Ileum_Mixed_Cell Spleen Stomach Stomach_Mixed_Cell Stomach_Mucosa Stomach_Muscularis Testis Thyroid Uterus Vagina Whole_Blood 
ENSG00000277879 6.6146 2.63301 3.44741 1.47348 1.55363 1.48904 2.32219 1.81782 2.03258 1.6286 2.53266 2.39511 1.89719 2.26351 1.65316 2.02915 2.07792 1.58464 1.54262 1.42654 3.68467 1.72761 1.62788 4.51054 3.01362 1.9789 3.06999 4.15701 5.86755 2.22451 2.3297 1.51209 2.30323 2.76116 0.94424 0.734972 1.5777 2.13931 2.29382 3.60539 2.92962 5.14886 4.37146 1.88998 1.8129 3.46838 2.38732 1.57299 1.40859 11.0266 1.95751 3.47832 2.63143 2.56152 3.31622 3.30583 2.67225 3.81089 3.64678 3.90695 5.92711 6.20807 3.66584 4.30547 1.59504 2.11539 2.9267 2.77633 
PDZD8 11.8147 9.85636 7.37089 13.0144 11.0866 16.9257 10.6758 7.36252 7.46053 8.4392 11.0407 9.34158 7.54162 9.18387 7.05122 8.38469 9.16274 7.47111 13.7491 10.4101 9.91401 20.3073 13.5773 11.9073 14.7141 10.1712 9.84651 9.0085 7.43936 6.51045 9.36258 12.2858 9.89354 12.8172 4.71811 2.80675 4.85964 5.03651 7.4927 9.07359 9.06057 13.324 11.8655 7.70947 4.19409 16.6057 15.2702 9.20453 5.88768 9.76962 6.60214 8.53911 8.51029 8.5656 8.88805 9.76957 3.95479 8.41457 5.323 9.2733 9.13881 6.59503 6.57682 56.7706 10.6129 16.0887 12.8587 7.89195 
EMX2OS 12.2633 1.43975 0.132953 0.210949 1.90258 14.3737 3.61556 17.9935 20.7626 21.6955 0.390918 0.465913 20.2323 17.9538 11.6552 2.6055 20.2711 13.1753 0.523044 1.82495 3.53415 9.42535 0.012416 28.5355 70.1421 0.426493 0.172646 0.0631335 0.014574 0.250739 0.953705 0.43046 0.765196 64.9564 0.729606 0.0693535 22.5504 29.6557 0.0093205 0.010213 0.006877 0.008427 0.0419435 2.22365 1.04928 1.49224 20.4706 0.0577515 0.016302 0.014344 0.03999 1.48644 0.593874 6.83605 8.79548 0.060689 0.011813 0.0230755 0.013781 0.073338 0.132482 0 0.483914 1.56152 0.448203 77.0356 5.42509 0.018205 
EMX2 15.532 1.27831 0.111589 0.227132 2.15391 24.8589 3.08589 19.221 19.4126 19.5546 0.508239 0.584505 19.9711 17.9089 12.0251 3.34509 16.2833 13.82 0.673072 2.46843 3.87463 14.8962 0.021647 41.7386 141.545 0.366344 0.163266 0.0896785 0.064573 0.127761 0.851068 0.504723 0.649634 127.605 0.513448 0.063643 32.8468 35.4774 0.011611 0 0 0 0.044173 2.79573 1.26078 1.69203 20.1234 0.057105 0.029096 0 0.0369005 1.86771 0.641754 9.10704 15.5891 0.08891 0 0.04442 0.02069 0.076659 0.059368 0 0.337472 1.96173 0.431162 176.361 5.13408 0.015799 
RAB11FIP2 15.0875 11.1474 7.57804 16.7832 18.7898 23.6889 15.3328 7.79805 10.3867 9.48044 19.924 15.1616 10.3112 14.742 7.18271 6.18061 12.4599 7.47216 7.87647 5.42206 12.0647 15.5684 8.0501 14.2797 28.1017 17.2885 8.74929 5.58174 3.34284 12.031 14.7874 5.95521 16.0495 26.242 5.68765 3.25412 7.36223 10.5781 2.72098 2.30143 2.26687 15.626 14.3808 8.43832 4.25911 20.8175 19.1314 4.14904 3.16131 5.6951 3.17352 9.32662 14.7739 9.20147 9.8525 10.7788 16.1482 8.44925 9.52881 16.038 18.8123 17.1736 10.1269 13.28 17.9413 41.685 13.3417 1.58454 
FAM204A 7.66212 5.17039 3.31087 6.83632 6.60996 8.58487 5.95762 4.4182 4.88196 5.12724 6.26007 5.53362 4.49894 5.31483 3.69297 4.40987 5.03539 4.09938 4.6097 3.70084 6.75462 5.82492 5.52941 6.15688 8.23554 7.40283 4.43754 4.40404 2.99957 7.41614 6.43209 3.63773 6.46958 8.22457 3.04709 2.08739 2.99476 3.81189 1.68941 2.00634 2.32374 7.17808 6.05397 4.33128 4.20827 8.18203 7.7545 2.0589 2.40734 3.69217 2.03955 5.14374 6.07541 5.14568 5.3326 4.78326 7.1367 4.90688 5.65418 3.54552 4.01886 2.81089 6.81239 9.97366 6.72126 9.43666 5.70333 1.45403 
CACUL1 13.1196 10.9965 10.6799 12.2367 10.675 9.6065 15.6136 5.4897 6.49474 6.32197 8.52803 7.42017 6.75394 8.15915 5.42951 7.4405 7.64292 5.05918 7.28609 5.87121 13.2482 13.4998 10.1168 12.3923 15.1255 14.4201 9.2613 9.63364 7.10802 14.265 12.132 11.6791 11.6138 14.4219 5.73477 3.97304 5.28069 6.62456 4.51278 5.04459 5.16008 12.3908 16.4489 9.27086 8.51029 17.5676 12.4068 3.92319 3.9273 7.38329 3.60935 10.6424 11.7556 11.3167 11.6643 9.12553 11.9017 9.42553 11.8508 7.5139 9.70573 5.86753 21.4261 20.7336 11.5149 18.987 13.515 8.96317 
ENSG00000277687 5.34043 2.24394 1.55269 3.91474 2.88934 3.81737 4.02623 0.41986 0.490321 0.439514 0.512517 0.734089 0.666737 0.534228 0.518674 0.542106 0.460424 0.302792 1.22874 0.51652 5.61352 1.49352 1.83086 3.9188 4.12595 2.40559 1.52993 0.907692 0.71056 1.87928 2.23284 1.71661 1.98144 4.2564 1.23609 0.492951 0.538529 0.837079 0.358526 0.161254 0.18159 2.44642 5.44936 2.86004 0.841751 8.69834 4.30764 0.769755 0.731415 0.896175 0.567146 1.75575 1.97468 4.73585 4.95128 2.14469 3.41143 1.74797 2.08851 1.50551 1.43417 0.83043 2.21978 4.16127 3.14941 5.07385 3.57857 1.66342 
NANOS1 4.09932 2.52073 5.09591 3.26583 0.992619 0.463389 2.40014 2.69297 2.89668 2.94476 2.63363 3.20088 2.20754 2.12646 1.51655 3.98659 3.34844 1.70823 2.24996 1.80698 3.22024 1.06387 0.567735 0.85846 1.08128 2.62178 0.918076 0.718622 0.186962 2.30731 3.80937 0.678945 4.06286 0.90476 0.986939 1.85791 0.323889 1.71467 0.0739915 0.046056 0.078215 1.68951 1.08251 1.07121 7.09331 2.63788 0.31031 0.506877 0.411016 8.83232 0.707006 1.85397 0.844865 1.03973 1.00274 0.503275 0.232722 0.659539 0.26002 0.829268 2.69578 0.480193 13.67 1.41589 4.94564 1.48617 0.917236 0.026785 
EIF3A 95.1298 86.4961 63.3449 83.7994 83.5526 114.059 103.533 24.6772 25.4761 26.5009 59.575 48.4427 26.838 33.9796 23.8641 29.6287 28.0985 23.8589 50.2787 33.371 86.2548 228.333 188.142 91.5556 88.1649 87.9933 73.5256 59.4112 40.4605 51.6129 87.0143 88.4076 90.5993 90.459 38.6075 30.783 23.9774 38.134 22.5759 24.8137 30.8435 55.1242 83.6586 83.1513 120.688 91.8887 95.2003 61.7043 31.4326 34.1437 43.8766 45.2465 63.8694 103.4 109.451 72.578 51.2936 53.4561 59.5826 76.2773 72.331 43.6012 58.4934 73.9417 82.8808 106.037 97.6535 17.4097 
ENSG00000289126 1.64178 0.950243 1.52034 0.576368 0.866641 0.690009 1.21372 0.375426 0.434802 0.387239 0.275445 0.248664 0.326789 0.383743 0.366123 0.643211 0.500844 0.341466 0.385379 0.326882 1.47004 1.77956 1.12322 0.878366 1.0412 0.824192 0.9774 1.53068 1.12156 1.20109 0.843274 1.07135 0.901317 1.19549 0.363868 0.266765 0.858296 1.54993 0.715431 0.985278 0.856742 1.13695 0.85101 1.37207 0.43683 1.21806 0.878294 0.460526 0.444279 1.92305 0.504874 4.06572 1.67255 1.70703 2.12301 1.14032 1.35872 1.52285 1.2926 0.787782 0.921967 1.0202 0.981781 8.28558 3.17425 0.966216 0.826535 0.273531 
DENND10 7.31468 5.95679 5.71798 4.31996 5.00158 3.91534 5.95629 4.84933 5.56591 5.02112 8.1152 7.4391 5.96144 6.65524 4.68359 5.44308 5.96843 4.20694 7.00065 4.8035 6.06927 12.8786 5.19171 9.59603 8.04127 5.49571 5.57612 6.94203 6.64139 4.92792 4.47558 7.41062 4.20259 6.30018 2.67905 2.1248 4.48469 7.05037 3.66757 3.8248 4.36671 5.06347 6.08413 5.163 3.28613 7.81551 9.21464 1.81997 1.97033 3.03835 2.00934 4.56062 6.24635 6.62585 6.87886 5.51504 7.06812 5.67921 7.12356 3.38399 3.34536 2.51936 4.81466 3.39537 7.18651 7.24491 9.55975 5.95266 
SFXN4 17.7849 17.6331 42.0586 14.2055 17.275 15.6793 27.0466 11.1249 12.9298 13.5503 15.7801 15.7089 14.1946 15.4558 11.7602 15.8788 15.5161 12.0528 18.2544 14.0852 20.3815 18.3869 38.1932 22.5635 29.0509 28.0101 27.3737 30.51 35.3637 28.5879 21.7522 21.4568 22.4293 29.927 19.7925 21.6708 19.2475 27.4696 19.3314 25.9987 28.3468 18.7881 13.999 28.4645 30.4799 20.0199 29.5604 20.0147 28.4802 26.3772 25.6513 35.0236 29.9924 15.341 15.9324 23.0137 22.0079 28.3209 29.8639 18.8491 23.5552 21.6376 24.0922 24.7888 42.358 23.6942 21.8308 4.19858 
PRDX3 161.386 174.841 513.099 172.073 180.252 194.831 165.491 94.773 116.261 97.9231 107.578 85.7177 93.3929 137.259 89.718 125.831 107.348 82.0552 115.834 103.158 161.839 309.871 360.399 132.036 174.275 193.985 152.352 169.679 120.445 157.135 182.282 117.308 211.718 157.998 134.648 157.269 172.516 237.479 224.22 183.997 270.016 163.32 125.682 123.215 263.167 125.009 136.625 49.2952 47.6556 138.386 57.4447 120.459 147.104 65.1806 66.9841 134.688 108.84 164.48 124.664 110.463 123.275 85.7724 161.218 69.9607 222.12 171.867 135.902 44.3853 
GRK5 32.696 22.5032 9.45665 64.0356 43.2363 50.2005 16.2424 3.17549 5.01155 5.55799 11.4109 10.2765 6.65629 6.88816 3.37357 4.7461 6.79243 5.20603 3.20437 3.66122 19.5704 9.49906 17.5734 13.437 17.8448 21.6507 14.4752 9.90644 4.5097 15.6854 24.56 7.15429 25.6794 18.7354 17.9003 11.7499 3.784 12.0593 3.684 1.70054 2.83442 19.0597 60.5186 5.25829 3.98118 31.384 30.223 1.27652 0.840334 1.69426 1.27602 10.4025 11.8497 5.76256 8.48758 19.2179 15.4817 14.2149 30.617 15.7646 14.6217 10.1194 13.384 4.52039 20.1693 20.5506 14.2938 4.70382 
RGS10 21.2358 22.4889 7.34698 38.6936 24.9126 16.0935 38.5985 10.9693 6.38087 8.18601 2.85842 1.96999 4.26861 6.17727 10.236 10.8648 6.95384 6.60148 35.8473 17.0663 24.3886 92.5885 169.924 50.8488 48.9684 113.444 55.2352 56.8077 20.2566 110.257 30.7921 39.2168 29.7819 38.9151 6.19868 2.35958 8.36132 11.9532 1.36002 0.682256 1.07691 34.2227 31.0703 33.8174 11.109 30.4897 25.9428 1.9731 1.5186 1.57793 2.56366 13.0519 46.1956 20.3048 18.5222 53.4748 90.5457 64.0133 41.0781 18.5907 21.3964 12.2485 49.2849 3.78123 39.7546 44.8928 47.0132 49.9111 
TIAL1 34.0432 30.2355 22.116 36.146 35.0526 34.6903 36.2904 12.3938 12.6495 14.2756 65.3369 61.2903 15.3272 16.9108 14.575 15.1745 13.3533 12.5541 27.5157 16.284 34.2995 42.9709 54.3158 48.2849 63.4257 44.5791 32.2867 26.7188 26.9604 35.8293 37.0431 32.4451 34.8384 54.4573 15.2719 10.9782 16.1775 25.8498 13.4893 12.8804 12.3323 43.0673 41.6309 31.1979 21.7783 46.503 59.1631 12.9736 15.5004 26.1364 12.8824 37.2417 41.1054 33.0774 32.2654 37.6987 75.597 40.466 48.0309 27.3442 29.3363 24.478 34.1788 35.782 54.544 60.2855 46.1877 12.9226 
BAG3 69.6371 88.8816 37.8849 143.461 101.761 108.827 85.4992 35.8385 26.5529 46.4897 78.8583 93.6613 26.7676 22.7506 23.8798 36.878 40.6743 41.7535 31.47 38.6436 67.7776 93.4148 1.76929 88.6204 63.4667 113.796 51.6424 29.986 11.9413 80.3717 94.797 117.905 98.5476 76.8192 102.413 89.0449 35.269 42.9101 17.8281 14.5146 17.5151 42.4073 91.8273 73.5254 380.898 68.7345 41.6129 11.9044 7.53595 55.792 11.2662 50.1519 70.4595 94.3383 95.9926 26.6652 12.7778 22.2245 23.3993 46.3863 57.8819 23.8727 176.616 54.3026 58.1725 80.3724 101.135 7.21335 
INPP5F 11.1241 7.77212 4.03924 16.0045 13.3724 14.0705 10.2199 23.3631 38.5422 34.0348 102.22 80.6829 44.0933 73.442 20.1619 79.6835 49.9519 29.017 36.7046 24.3868 8.18608 11.0896 2.48012 15.7104 20.6548 15.5927 8.23199 6.9035 4.71771 13.7289 11.7698 6.978 12.2443 12.5809 2.87049 1.74555 5.03284 8.02234 1.0372 0.828243 1.05874 8.56454 10.0802 7.57551 3.30148 33.7416 12.1947 2.27436 2.39087 25.1472 2.71026 53.8659 11.2939 10.7942 11.4854 8.6865 21.4191 10.0627 6.77682 4.64085 5.07737 2.42691 12.8755 13.5304 10.085 20.8089 14.1646 1.01906 
MCMBP 32.7014 29.4091 13.3194 27.4607 27.0288 34.6466 28.0472 6.36117 5.73302 7.21509 18.0865 16.4226 6.4358 6.48245 6.17817 7.35815 7.31035 6.48844 13.2176 7.26701 28.5264 45.8971 39.8209 28.1316 32.15 26.8214 20.0907 19.3998 12.1229 19.1328 25.3249 22.0927 27.2701 31.422 10.0192 7.39577 7.94767 12.9633 6.48598 7.95526 9.71834 25.5194 30.4051 19.217 13.135 34.9541 29.3478 7.56352 5.52887 10.4837 7.44092 13.3918 18.1996 25.55 25.4144 20.001 22.5198 19.3507 22.0877 15.6054 17.161 10.879 22.6202 16.2512 24.2997 36.2277 28.998 18.0683 
SEC23IP 15.5532 13.0916 12.6335 14.076 14.5628 15.6669 15.5906 3.06216 3.4629 3.77675 15.114 13.2341 4.02548 4.55211 3.40099 4.82911 4.19109 3.20392 5.24368 3.71792 15.1968 32.7243 26.5018 14.8968 18.2196 15.24 12.3021 10.0719 8.91404 13.1044 13.9982 11.9354 13.9896 16.5093 6.26822 4.09211 5.89355 8.75312 6.28265 7.45271 7.36604 17.4092 15.3876 14.5588 7.05491 17.7652 16.8871 5.77864 4.87305 11.1265 5.01325 13.3789 16.2753 12.4946 13.7281 13.2001 15.3484 12.7599 13.9268 15.3628 15.3995 11.8138 13.5257 17.9514 17.3122 19.1087 15.1536 3.30173 
RPL21P16 6.03825 5.87546 3.13883 6.42458 6.49034 7.04711 5.44302 2.99074 2.10451 2.31393 3.64792 3.48984 1.9389 2.19918 2.72482 2.65483 3.21158 2.27914 3.85543 3.21631 6.69529 5.15127 7.2756 6.941 8.59489 7.12216 4.68276 6.89734 4.86163 8.70108 6.28703 4.88951 5.80457 7.46839 2.58956 1.59456 2.71746 3.19277 1.98285 3.24235 3.76362 8.46262 5.92127 3.78511 2.59416 6.71726 13.6142 3.66996 8.98 4.50503 6.57164 5.39866 7.55469 7.4824 6.88115 5.00563 24.4853 13.329 7.73571 4.07494 6.59 5.54111 10.0905 2.09807 6.59651 8.88944 7.98723 1.51592 
PLPP4 0.106621 0.141074 0.012131 0.0669985 0.0993505 0.047808 0.062518 4.35677 3.01955 3.27174 8.34524 9.73286 2.07144 2.36536 6.43319 7.3702 2.46633 3.1951 5.81517 6.67612 0.040789 1.1969 0.015803 0.678743 0.853134 1.05076 0.373207 0.273605 0.0421715 1.02038 0.276993 0.0280435 0.514722 0.139361 0.04575 0.013779 2.14139 2.41073 0.234677 0.03041 0.111724 2.50256 0.080155 0.076993 0.009042 0.694458 0.09564 0.020821 0 0.320336 0.016405 0.196422 0.56856 0.417017 0.329357 0.051686 0 0.0600385 0.007147 0.086697 0.138112 0.024267 0.838451 5.84382 0.167019 0.163407 0.390636 0.014992 
LINC01561 0 0 0 0 0 0 0.034358 3.26941 2.53184 2.35706 21.7787 30.6818 2.18721 1.95435 4.58742 5.77968 2.11018 2.05929 3.59525 4.50555 0 0.039158 0 0.227641 0.23602 0.993471 0.291602 0.109398 0 0.982044 0.201477 0 0.432306 0 0 0 0.615541 0.519276 0.056337 0 0 0.625866 0 0 0 0.116875 0 0 0 0.058657 0 0.020365 0.185182 0.060251 0.0465125 0.040954 0 0 0 0.037966 0.047799 0 0.308855 0.832974 0 0.040589 0.108827 0 
WDR11 23.4734 18.1794 17.2006 21.7719 22.1218 20.9071 20.8642 6.67754 7.07686 7.6473 26.65 27.3698 9.18793 8.95474 7.70047 9.17701 8.16378 6.71398 13.3099 8.95128 21.1311 26.8613 31.2219 25.3918 27.9641 20.1099 17.1992 14.3281 12.3008 18.2877 20.4937 16.8241 19.7996 27.4482 6.8895 4.32764 10.4607 19.2055 8.47095 8.6132 8.45809 20.8815 22.8019 19.9499 4.19201 29.9001 28.7492 8.32817 7.6977 10.7981 8.04449 18.9506 20.8495 19.8456 20.7984 20.1611 34.7512 22.7264 25.7011 16.3294 15.0869 11.1219 14.9149 15.8616 31.3608 29.5874 24.0651 3.48476 
FGFR2 2.87614 0.605509 9.17149 2.84615 1.40812 8.69359 11.517 12.9078 10.4438 15.1847 9.67897 19.532 14.2097 13.9735 15.9604 8.57584 10.5073 17.8386 89.5126 23.6399 5.28258 0.0351365 0.018983 14.9863 19.395 25.6555 11.7916 10.937 6.83696 31.3261 9.52213 9.4223 14.3789 15.081 0.810626 0.0560715 4.79175 9.89975 5.1853 2.07791 3.1237 27.656 4.82256 16.6455 0.0404895 3.10814 10.3621 5.18485 4.65696 1.35651 4.41057 3.44579 13.5672 25.1732 28.3209 3.82276 1.48057 2.93154 0.196786 3.57556 3.4715 1.93278 7.83783 3.8918 20.59 29.8816 14.9962 0.031864 
ATE1 8.10227 6.19499 6.0471 6.82607 6.98432 8.66189 10.285 3.32218 4.14401 3.78827 11.3535 7.89318 3.80908 5.70804 3.34623 5.08657 5.02424 3.30684 5.19983 3.41212 6.97492 6.5305 7.90314 7.30502 8.70457 9.01684 6.6342 6.41696 5.32547 7.01453 7.16216 5.69083 7.32764 7.79656 5.15048 3.37701 3.87643 4.53581 3.24298 3.53339 3.76586 6.53982 6.71054 5.80251 7.28503 7.6859 7.11725 1.86034 1.52601 4.31263 1.68356 5.60062 7.41858 5.40986 5.92996 6.22845 5.1805 5.82361 5.2759 3.61048 3.49278 2.08224 4.89764 7.19225 8.43287 8.83033 7.65574 1.26253 
ATE1-AS1 0.951328 0.948993 0.416862 1.17579 1.42299 1.2303 1.45895 1.75799 1.26815 1.66327 1.4861 1.59916 1.14306 1.37404 1.6612 1.52156 1.98375 1.40523 3.52066 2.13923 1.09367 1.59348 0.571225 2.12624 2.57282 1.01916 0.688283 0.227052 0.254671 0.658626 0.908469 0.399395 0.811171 2.91788 0.473828 0.193422 0.316573 0.575276 0.247415 0.210955 0.252252 0.882584 0.850841 0.813513 0.157119 3.25077 4.63247 0.390812 0.22147 0.232279 0.29078 1.22843 1.92379 0.469294 0.513158 0.545621 0.703994 0.545006 0.633356 0.389506 0.307877 0.13499 0.602965 9.67005 1.807 2.12499 1.52553 0.082695 
ENSG00000276742 0.514782 0.457861 0.361803 0.797663 1.07695 0.792114 1.09492 1.71644 0.979306 1.41412 2.46211 2.44712 0.981223 1.06033 1.77311 1.71335 1.60653 1.40053 3.57031 1.87856 0.817344 0.443177 0.377092 1.57348 2.43951 1.00108 0.682835 0.474211 0.536129 0.994732 0.900545 0.360565 0.7717 2.37809 0.29377 0.154032 0.27845 0.341008 0.191144 0.082545 0 0.730246 0.729488 0.48139 0.0969455 2.55564 4.48586 0.379267 0.53486 0.793057 0.506284 1.39217 2.14055 0.549866 0.598161 0.727282 1.63575 0.752514 0.956634 0.457929 0.55967 0.205703 0.598718 4.52618 1.92765 1.87364 1.1422 0 
NSMCE4A 37.7526 27.1888 20.3256 33.7376 32.7883 35.0046 44.6744 7.89407 7.38419 11.1693 19.0052 19.2906 8.5131 8.51646 7.67671 8.13733 11.2116 10.3428 14.8652 9.32038 39.6362 19.5024 38.2128 39.4112 48.9017 48.2593 34.4993 38.0814 31.8378 59.403 45.1769 23.8986 43.1872 45.0275 13.648 8.94195 12.2373 20.6604 14.4874 17.732 18.7405 40.0803 32.5295 35.7781 9.66365 39.3934 42.2575 16.8112 23.3721 16.9131 20.2359 20.3864 47.5663 30.4373 29.1563 39.0711 74.2232 46.2367 39.3049 30.1188 37.1588 29.5795 44.3516 9.09479 44.3815 47.7306 35.8611 5.04188 
ENSG00000273891 2.7621 1.60514 1.54359 1.80941 1.7737 1.3386 2.70312 0.631057 0.594749 0.712389 0.727754 0.951962 0.658195 0.612905 0.573179 0.583265 0.810699 0.547737 1.16746 0.6895 2.87942 1.82695 3.73857 3.14591 2.90082 2.20195 2.09132 1.51953 1.52791 2.04706 2.2712 1.99707 2.07329 2.98313 0.783269 0.426951 0.659985 0.912774 1.11024 0.855753 0.740886 1.75779 2.51611 3.36575 0.559487 3.83293 4.40685 1.65701 1.47116 0.902771 1.29276 1.53926 2.73007 3.01763 3.2503 2.53988 2.74536 1.9782 1.88625 2.02128 1.60934 1.13391 1.2482 1.06648 3.45189 3.531 3.06298 0.178042 
TACC2 10.1726 8.16249 4.59457 25.8246 18.7002 21.4284 35.5518 3.66391 4.54248 4.12832 14.2844 14.2254 6.28684 6.00333 3.57763 5.51076 5.36704 2.8179 1.71548 2.62634 10.1038 3.21428 0.05781 18.5165 14.9196 40.5131 18.8593 14.4947 9.2587 27.7607 30.6733 24.9464 31.4467 29.298 39.1271 33.9515 6.41216 7.69927 2.60614 2.86325 2.89849 6.05089 26.7833 26.8284 96.6828 9.72985 3.76628 4.08737 3.49985 19.7504 3.89783 26.4583 27.161 52.5379 55.8122 10.2477 1.10239 7.85731 1.62943 13.8218 13.6764 9.49513 22.974 3.66345 28.2205 16.7667 24.3582 0.056362 
BTBD16 0.198286 0.182173 0.051601 0.833893 0.517563 0.519668 14.5932 0.969742 0.279432 0.74512 0.201461 0.219826 0.393249 0.430143 1.53577 0.752758 0.480143 1.02227 5.04699 1.93038 0.195624 0.0157525 0.02666 0.52765 0.649893 0.835016 0.233146 0.252589 0.108089 1.61234 0.559335 0.152537 0.412071 0.849149 0.057609 0.0301395 0.336393 0.243173 1.80315 2.25081 2.59117 1.00146 0.422708 0.423051 0.251137 0.836869 0.091731 0.0840275 0.113515 0.333525 0.0963865 0.606818 1.18687 7.12463 10.8665 0.143901 0.038632 0.132472 0.04756 0.126132 0.191857 0.045034 0.622129 15.6206 0.737605 0.436257 0.398678 0 
PLEKHA1 22.2437 18.3897 7.23848 23.2389 22.9362 23.4577 15.5195 11.8292 17.1841 13.881 23.7817 19.3275 22.4844 31.4911 12.7591 14.861 16.5023 13.3193 22.7149 12.1472 18.8591 18.774 3.36166 24.1476 23.4799 26.616 16.6019 14.3566 11.2434 20.9432 27.6023 24.6576 30.7573 20.7608 10.3905 10.6252 23.7466 21.168 13.4343 13.8064 12.4364 26.5209 31.049 22.8774 15.605 32.5205 27.7031 9.11119 7.67935 18.1792 6.90887 30.2306 16.9466 45.9708 47.568 18.9531 14.4271 14.4 11.7836 11.3536 11.1686 6.89564 17.7784 38.7733 25.3844 31.8053 30.6104 1.9669 
HTRA1 307.643 258.021 68.0962 850.247 422.135 444.018 193.679 291.162 271.349 331.945 81.3192 106.57 238.752 262.719 232.537 191.8 284.423 341.704 289.443 281.555 254.937 504.389 0.326034 312.148 406.808 200.993 104.806 64.3609 14.1493 148.727 168.247 36.8888 143.65 221.082 55.237 33.4381 124.323 86.5027 85.9878 129.984 137.167 96.3609 96.8439 106.223 13.921 281.046 639.42 22.8592 18.7324 18.8182 26.6522 229.126 100.632 129.372 141.384 72.5432 38.3224 51.671 60.3535 43.3892 53.751 12.287 227.467 28.9079 120.34 302.752 247.682 2.48656 
DMBT1 0.014667 0.03989 0.021541 0.0305385 0.023469 0.017381 0.299091 0.115396 0.07065 0.086354 0.057743 0.0976515 0.10148 0.095532 0.254639 0.132484 0.056353 0.120363 2.29132 0.695801 0.046926 0.038977 0.037985 0.024123 0.134984 0.064451 6.52522 43.2425 26.8533 1.46205 0.0162 0.0402495 0.020737 0.0813 0.011236 0.0081435 0.0193945 0.034806 0.025026 0 0.01946 0.5964 11.0191 87.938 0.0239825 0.030036 0.044381 0.269644 0.150199 0.104074 0.240173 0.046636 0.350762 0.06895 0.0694115 58.2279 2.07976 120.141 0.017225 0.085335 0.09154 0.100515 0 1.77089 0.062036 0.050891 0.033216 0.007265 
C10orf120 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.06653 0.150606 0.058657 0.179711 0 0 0 0 0 0 0 0 0 0.060307 0.146991 0 69.9563 0 0 0 0 
CUZD1 1.07573 1.10686 0.433289 0.737297 1.1455 0.516591 0.979496 0.679066 0.719271 0.939852 3.35536 3.36951 0.953346 0.868179 0.896387 0.985183 1.1903 0.808639 0.927639 0.637875 1.24162 1.7249 2.41996 1.70795 2.37115 1.147 1.19301 0.926234 1.18394 1.03359 1.15531 0.930204 1.0623 1.66457 0.411528 0.299742 0.832992 1.47842 0.275039 0.646487 0.803739 2.41599 1.44802 0.762657 0.163215 2.05045 1.61416 1483.48 1733.98 482.214 2002.83 2.63685 1.81364 0.752969 0.761011 1.66284 4.76414 1.96025 2.8607 0.845344 0.643458 0.630233 0.640525 3.3351 1.19096 2.01121 1.3382 0.390634 
FAM24B 3.36004 2.74959 1.37757 2.28427 3.32894 1.85801 4.07826 2.68796 2.65278 2.83644 6.91761 6.1306 2.64627 2.99937 3.02825 3.86263 3.47966 2.36831 5.59854 3.3926 4.01652 9.8295 10.605 4.91718 5.93712 3.38845 3.89218 3.02479 3.52789 2.87264 3.05677 2.99898 2.74787 4.78905 1.08791 0.562212 7.94214 7.16623 0.520767 0.516938 0.271922 4.87924 4.45917 3.08699 0.454044 6.92734 5.35707 5.92587 7.84109 5.74045 6.39027 12.7774 4.99386 4.2815 4.24148 5.27442 13.3057 5.67261 6.09397 2.672 2.31477 2.47603 2.2721 14.6922 5.05987 4.86406 4.15748 1.2512 
